"English_name","Scientific_name","X3A_CODE"
"Blue shark","Prionace glauca","BSH"
"Milk shark","Rhizoprionodon acutus","RHA"
"Brazilian sharpnose shark","Rhizoprionodon lalandii","RHL"
"Pacific sharpnose shark","Rhizoprionodon longurio","RHU"
"Grey sharpnose shark","Rhizoprionodon oligolinx","RHX"
"Caribbean sharpnose shark","Rhizoprionodon porosus","RHR"
"Australian sharpnose shark","Rhizoprionodon taylori","RHY"
"Atlantic sharpnose shark","Rhizoprionodon terraenovae","RHT"
"Sharpnose sharks nei","Rhizoprionodon spp","RHZ"
"Spadenose shark","Scoliodon laticaudus","SLA"
"Whitetip reef shark","Triaenodon obesus","TRB"
"Requiem sharks nei","Carcharhinidae","RSK"
"Tiger shark","Galeocerdo cuvier","TIG"
"Winghead shark","Eusphyra blochii","EUB"
"Scalloped bonnethead","Sphyrna corona","SSN"
"Scalloped hammerhead","Sphyrna lewini","SPL"
"Scoophead","Sphyrna media","SPE"
"Great hammerhead","Sphyrna mokarran","SPK"
"Bonnethead","Sphyrna tiburo","SPJ"
"Smalleye hammerhead","Sphyrna tudes","SPQ"
"Smooth hammerhead","Sphyrna zygaena","SPZ"
"Hammerhead sharks nei","Sphyrna spp","SPN"
"Hammerhead sharks, etc. nei","Sphyrnidae","SPY"
"Ground sharks","Carcharhiniformes","CVX"
"Kitefin shark","Dalatias licha","SCK"
"Taillight shark","Euprotomicroides zantedeschia","EUZ"
"Pygmy shark","Euprotomicrus bispinatus","EUP"
"Longnose pygmy shark","Heteroscymnoides marleyi","HYY"
"Cookie cutter shark","Isistius brasiliensis","ISB"
"Largetooth cookiecutter shark","Isistius plutodus","ISP"
"Smalleye pygmy shark","Squaliolus aliae","QUA"
"Spined pygmy shark","Squaliolus laticaudus","QUL"
"Hooktooth dogfish","Aculeola nigra","ACN"
"Black dogfish","Centroscyllium fabricii","CFB"
"Granular dogfish","Centroscyllium granulatum","CYG"
"Bareskin dogfish","Centroscyllium kamoharai","CYK"
"Combtooth dogfish","Centroscyllium nigrum","CYN"
"Ornate dogfish","Centroscyllium ornatum","CYT"
"Whitefin dogfish","Centroscyllium ritteri","CYR"
"Centroscyllium dogfishes nei","Centroscyllium spp","YCX"
"Whitecheek lanternshark","Etmopterus alphus","EZU"
"Blurred smooth lantern shark","Etmopterus bigelowi","ETB"
"Shorttail lanternshark","Etmopterus brachyurus","ETH"
"Lined lanternshark","Etmopterus bullisi","ETU"
NA,"Etmopterus compagnoi","ETE"
"Combtoothed lanternshark","Etmopterus decacuspidatus","ETO"
"Broadbanded lanternshark","Etmopterus gracilispinis","ETI"
"Southern lanternshark(Lucifer)","Etmopterus granulosus","ETM"
"Carribean lanternshark","Etmopterus hillianus","ETN"
"Blackbelly lanternshark","Etmopterus lucifer","ETF"
"Mollers lantern shark","Etmopterus molleri","ETL"
"African lanternshark","Etmopterus polli","ETT"
"Great lanternshark","Etmopterus princeps","ETR"
"Smooth lanternshark","Etmopterus pusillus","ETP"
"Fringfin lanternshark","Etmopterus schultzi","ETZ"
"Thorny lanternshark","Etmopterus sentosus","ETQ"
"Velvet belly","Etmopterus spinax","ETX"
"Splendid lanternshark","Etmopterus splendidus","ETK"
"Brown lanternshark","Etmopterus unicolor","ETJ"
"Blue-eye lanternshark","Etmopterus viator","EZT"
"Hawaiian lanternshark","Etmopterus villosus","ETV"
"Green lanternshark","Etmopterus virens","ETW"
"Lanternsharks nei","Etmopterus spp","SHL"
"Portuguese dogfish","Centroscymnus coelolepis","CYO"
"Roughskin dogfish","Centroscymnus owstonii","CYW"
NA,"Centroscymnus spp","CZI"
"Longnose velvet dogfish","Centroselachus crepidater","CYP"
"Whitetail dogfish","Scymnodalatias albicauda","YSA"
"Sherwood dogfish","Scymnodalatias sherwoodi","YSS"
"Knifetooth dogfish","Scymnodon ringens","SYR"
"Largespine velvet dogfish","Scymnodon macracanthus","YSM"
"Scymnodon dogfishes nei","Scymnodon spp","QUX"
"Southern sleeper shark","Somniosus antarcticus","RZZ"
"Greenland shark","Somniosus microcephalus","GSK"
"Little sleeper shark","Somniosus rostratus","SOR"
"Pacific sleeper shark","Somniosus pacificus","SON"
"Sleeper sharks","Somniosus spp","LXL"
"Velvet dogfish","Zameus squamulosus","SSQ"
"Prickly dogfish","Oxynotus bruniensis","OXB"
"Caribbean roughshark","Oxynotus caribbaeus","OXC"
"Angular roughshark","Oxynotus centrina","OXY"
"Japanese roughshark","Oxynotus japonicus","OXZ"
"Sailfin roughshark","Oxynotus paradoxus","OXN"
"Blackfin gulper shark","Centrophorus atromarginatus","GVA"
"Gulper shark","Centrophorus granulosus","GUP"
"Dumb gulper shark","Centrophorus harrissoni","CEU"
"Black gulper shark","Centrophorus isodon","GVI"
"Lowfin gulper shark","Centrophorus lusitanicus","CPL"
"Smallfin gulper shark","Centrophorus moluccensis","CEM"
"Leafscale gulper shark","Centrophorus squamosus","GUQ"
"Mosaic gulper shark","Centrophorus tessellatus","CEE"
"Little gulper shark","Centrophorus uyato","CPU"
"Gulper sharks nei","Centrophorus spp","CWO"
"Birdbeak dogfish","Deania calceus","DCA"
"Rough longnose dogfish","Deania hystricosa","SDH"
"Arrowhead dogfish","Deania profundorum","SDU"
"Longsnout dogfish","Deania quadrispinosa","SDQ"
"Deania dogfishes nei","Deania spp","DNA"
"Roughskin spurdog","Cirrhigaleus asper","CHZ"
"Mandarin dogfish","Cirrhigaleus barbifer","CHF"
"Picked dogfish","Squalus acanthias","DGS"
"Longnose spurdog","Squalus blainville","QUB"
"Cuban dogfish","Squalus cubensis","QUC"
"Japanese spurdog","Squalus japonicus","QUJ"
"Shortnose spurdog","Squalus megalops","DOP"
"Blacktailed spurdog","Squalus melanurus","QUN"
"Shortspine spurdog","Squalus mitsukurii","QUK"
"Spotted spiny dogfish","Squalus suckleyi","QYW"
"Dogfishes nei","Squalus spp","DGZ"
"Dogfish sharks nei","Squalidae","DGX"
"Dogfishes and hounds nei","Squalidae, Scyliorhinidae","DGH"
"Bramble shark","Echinorhinus brucus","SHB"
"Prickly shark","Echinorhinus cookei","ECK"
"Sixgill sawshark","Pliotrema warreni","PPW"
"Longnose sawshark","Pristiophorus cirratus","PPC"
"Japanese sawshark","Pristiophorus japonicus","PPJ"
"Shortnose sawshark","Pristiophorus nudipinnis","PPU"
"Bahamas sawshark","Pristiophorus schroederi","PPH"
"Sawsharks nei","Pristiophorus spp","PWS"
"Sawback angelshark","Squatina aculeata","SUA"
"African angelshark","Squatina africana","SUF"
"Argentine angelshark","Squatina argentina","SUG"
NA,"Squatina armata","DMZ"
"Australian angelshark","Squatina australis","SUU"
"Pacific angelshark","Squatina californica","SUC"
"Sand devil","Squatina dumeril","SUD"
"Taiwan angleshark","Squatina formosa","SUO"
"Angular angel shark","Squatina guggenheim","SWV"
"Japanese angelshark","Squatina japonica","SUJ"
"Clouded angelshark","Squatina nebulosa","SUL"
"Hidden angel shark","Squatina occulta","SZJ"
"Smoothback angelshark","Squatina oculata","SUT"
"Angelshark","Squatina squatina","AGN"
"Ornate angelshark","Squatina tergocellata","SUE"
"Ocellated angelshark","Squatina tergocellatoides","SUN"
"Angelsharks nei","Squatina spp","RNZ"
"Angelsharks, sand devils nei","Squatinidae","ASK"
"Dogfish sharks, etc. nei","Squaliformes","SHX"
"Eastern shovelnose ray","Aptychotrema rostrata","RAR"
"Western shovelnose ray","Aptychotrema vincentiana","RAV"
NA,"Trygonorrhina dumerilii","RTG"
"Southern fiddler","Trygonorrhina fasciata","RTF"
"Lesser guitarfish","Zapteryx brevirostris","RBE"
"Banded guitarfish","Zapteryx exasperata","RZE"
NA,"Acroteriobatus annulatus","RBA"
"Bluntnose guitarfish","Acroteriobatus blochii","RHH"
"Grayspottted guitarfish","Acroteriobatus leucospilus","RBS"
NA,"Acroteriobatus ocellatus","RHO"
NA,"Acroteriobatus salalah","RBW"
"Chola guitarfish","Pseudobatos percellens","GUD"
"Gorgona guitarfish","Pseudobatos prahli","WGU"
"Whitesnout guitarfish","Pseudobatos leucorhynchus","RBU"
"Pacific guitarfish","Pseudobatos planiceps","GUF"
"Speckled guitarfish","Pseudobatos glaucostigma","RBL"
"Shovelnose guitarfish","Pseudobatos productus","RBP"
"Brazilian guitarfish","Pseudobatos horkelii","RBK"
"Atlantic guitarfish","Pseudobatos lentiginosus","RBT"
"Whitespotted guitarfish","Rhinobatos albomaculatus","GUB"
"Annandale's guitarfish","Rhinobatos annandalei","RHD"
"Slender guitarfish","Rhinobatos holcorhynchus","RBO"
NA,"Rhinobatos hynnicephalus","RBN"
NA,"Rhinobatos irvinei","RBI"
NA,"Rhinobatos lionotus","RBD"
NA,"Rhinobatos punctifer","RBF"
"Common guitarfish","Rhinobatos rhinobatos","RBX"
"Brown guitarfish","Rhinobatos schlegelii","RBZ"
"Guitarfishes nei","Rhinobatos spp","GUZ"
"Guitarfishes, etc. nei","Rhinobatidae","GTF"
"Bowmouth guitarfish","Rhina ancylostomus","RRY"
"Whitespotted wedgefish","Rhynchobatus australiae","RCA"
"Clown wedgefish","Rhynchobatus cooki","RYK"
"Giant guitarfish","Rhynchobatus djiddensis","RCD"
"Taiwanese wedgefish","Rhynchobatus immaculatus","RZI"
"Smoothnose wedgefish","Rhynchobatus laevis","RZL"
"African wedgefish","Rhynchobatus luebberti","RCL"
"Eyebrow wedgefish","Rhynchobatus palpebratus","RZP"
"Broadnose wedgefish","Rhynchobatus springeri","RZR"
"Wedgefishes","Rhynchobatus spp","RZN"
"False shark ray","Rhynchorhina mauritaniensis","RZA"
"Blackchin guitarfish","Glaucostegus cemiculus","RBC"
"Granulated guitarfish","Glaucostegus granulatus","RBR"
"Halavi ray","Glaucostegus halavi","RBH"
NA,"Glaucostegus obtusus","RBM"
"Thouin ray","Glaucostegus thouin","RBV"
"Giant shovelnose ray","Glaucostegus typus","RBQ"
"Guitarfishes","Glaucostegus spp","GZL"
"Pointed sawfish","Anoxypristis cuspidata","RPA"
"Dwarf sawfish","Pristis clavata","RPC"
"Smalltooth sawfish","Pristis pectinata","RPP"
"Common sawfish","Pristis pristis","RPR"
"Longcomb sawfish","Pristis zijsron","RPZ"
"Sawfishes","Pristidae","SAW"
"Antarctic starry skate","Amblyraja georgiana","SRR"
"Arctic skate","Amblyraja hyperborea","RJG"
"Shorttail skate","Amblyraja jenseni","RJJ"
"Starry ray","Amblyraja radiata","RJR"
"Whiteleg skate","Amblyraja taaf","RFA"
"Big skate","Beringraja binoculata","JRI"
"Cortez' ray","Beringraja cortezensisÂ ","JRZ"
"California ray","Beringraja inornata","JFR"
NA,"Beringraja pulchra","JAU"
"Longnose skate","Beringraja rhina","JAH"
"Starry skate","Beringraja stellulata","RFT"
NA,"Breviraja colesi","BVO"
NA,"Breviraja spinosa","BVS"
NA,"Dactylobatus clarkii","JRR"
"Sydney skate","Dentiraja australis","JRU"
"White-spotted skate","Dentiraja cerva","JRV"
"Thornback skate","Dentiraja lemprieri","JFM"
"Argus skate","Dentiraja polyommata","JFP"
"Blue skate","Dipturus batis","RJB"
"Bullis skate","Dipturus bullisi","JRL"
"Blackspot skate","Dipturus campbelli","JRM"
"Yellownose skate","Dipturus chilensis","DPV"
"Violet skate","Dipturus doutrei","JFD"
NA,"Dipturus gigas","JFI"
"Greenback skate","Dipturus gudgeri","JFU"
"New Zealand smooth skate","Dipturus innominatus","DPQ"
"Flapper skate","Dipturus intermedius","DRJ"
NA,"Dipturus johannisdavisi","JFJ"
"Barndoor skate","Dipturus laevis","RJL"
"Rattail skate","Dipturus lanceorostratus","JFA"
NA,"Dipturus macrocauda","JRC"
"Rough skate","Dipturus nasutus","JAT"
"Norwegian skate","Dipturus nidarosiensis","JAD"
"Spreadfin skate","Dipturus olseni","JAO"
"Longnosed skate","Dipturus oxyrinchus","RJO"
"Slime skate","Dipturus pullopunctatus","JAL"
"Roughbelly skate","Dipturus springeri","RFS"
"Prow-nose skate","Dipturus stenorhynchus","RFY"
"Prickly brown ray","Dipturus teevani","JAB"
NA,"Dipturus tengu","JAE"
"Sandy ray","Leucoraja circularis","RJI"
NA,"Leucoraja compagnoi","JRJ"
"Little skate","Leucoraja erinacea","RJD"
"Shagreen ray","Leucoraja fullonica","RJF"
"Freckled skate","Leucoraja garmani","JFG"
NA,"Leucoraja lentiginosa","JFS"
NA,"Leucoraja leucosticta","JFX"
"Maltese ray","Leucoraja melitensis","JAM"
"Cuckoo ray","Leucoraja naevus","RJN"
"Winter skate","Leucoraja ocellata","RJT"
"Yellowspotted skate","Leucoraja wallacei","JAK"
"Krefft's ray","Malacoraja kreffti","JFT"
"Smooth skate","Malacoraja senta","RJS"
"Soft skate","Malacoraja spinacidermis","RJP"
NA,"Neoraja africana","RNA"
"African pygmy skate","Neoraja stehmanni","RNS"
"Blue ray","Neoraja caerulea","BVC"
"Iberian pygmy skate","Neoraja iberica","UKM"
NA,"Okamejei boesemani","JRO"
NA,"Okamejei heemstrai","JFH"
NA,"Okamejei hollandi","JFO"
NA,"Okamejei kenojei","JFK"
NA,"Okamejei meerdervoortii","JFZ"
NA,"Okamejei schmidti","JFC"
NA,"Orbiraja powelli","JAW"
NA,"Raja acutispina","JRA"
"Mediterranean starry ray","Raja asterias","JRS"
"Blonde ray","Raja brachyura","RJH"
"Thornback ray","Raja clavata","RJC"
NA,"Raja herwigi","JFW"
"Madeiran ray","Raja maderensis","JFY"
"African ray","Raja mauritaniensis","JRF"
"Small-eyed ray","Raja microocellata","RJE"
"Brown ray","Raja miraletus","JAI"
"Spotted ray","Raja montagui","RJM"
NA,"Raja pita","JRP"
"Speckled ray","Raja polystigma","JAY"
"Rough ray","Raja radula","JAR"
"Spotted skate","Raja straeleni","RFL"
"Undulate ray","Raja undulata","RJU"
"Raja rays nei","Raja spp","SKA"
NA,"Rajella annandalei","JRN"
"Bigthorn skate","Rajella barnardi","JRE"
"Deep-water ray","Rajella bathyphila","JRH"
"Bigelow's ray","Rajella bigelowi","JRW"
"Munchskin skate","Rajella caudaspinosa","JRD"
"Ghost skate","Rajella dissimilis","JRQ"
NA,"Rajella fuliginea","JFF"
"Round ray","Rajella fyllae","RJY"
NA,"Rajella kukujevi","RJV"
"Leopard skate","Rajella leopardus","JFV"
"Sailray","Rajella lintea","RJK"
NA,"Rajella purpuriventralis","JAV"
"Smoothback skate","Rajella ravidula","RFV"
"Ocellate skate","Rostrorajaackleyi","JRK"
"White skate","Rostroraja alba","RJA"
"Finspot ray","Rostroraja cervigoni","JRG"
"Clearnose skate","Rostroraja eglanteria","JFE"
"Ecuatorial ray","Rostroraja equatorialis","JFQ"
"Roundel skate","Rostroraja texana","JAF"
"Velez ray","Rostroraja velezi","JAG"
"Wedgenose skate","Spiniraja whitleyi","JAZ"
"Rays and skates nei","Rajidae","RAJ"
"Alaska skate","Arctoraja parmifera","BYF"
NA,"Arctoraja simoterus","BYK"
NA,"Arctoraja smirnovi","BYX"
"Longtail skate","Arhynchobatis asperrimus","RAY"
"Spotback skate","Atlantoraja castelnaui","JRT"
"Eyespot skate","Atlantoraja cyclophora","JRY"
"Deep-sea skate","Bathyraja abyssicola","BYY"
"Aleutian skate","Bathyraja aleutica","BYA"
NA,"Bathyraja andriashevi","BYV"
"Broadnose skate","Bathyraja brachyurops","BZB"
NA,"Bathyraja diplotaenia","BYD"
"Eaton's skate","Bathyraja eatonii","BEA"
NA,"Bathyraja griseocauda","BYG"
NA,"Bathyraja hesperafricana","BYH"
"Sandpaper skate","Bathyraja interrupta","BYI"
"Kerguelen sandpaper skate","Bathyraja irrasa","BYR"
NA,"Bathyraja isotrachys","BYT"
"Commander skate","Bathyraja lindbergi","BYL"
"McCain's skate","Bathyraja maccaini","BAM"
"Patagonian skate","Bathyraja macloviana","BZM"
NA,"Bathyraja matsubarai","BYM"
"Dark-belly skate","Bathyraja meridionalis","BYE"
NA,"Bathyraja minispinosa","BYN"
"Murray's skate","Bathyraja murrayi","BMU"
NA,"Bathyraja notoroensis","BYO"
"Pale ray","Bathyraja pallida","BYP"
"Richardson's ray","Bathyraja richardsoni","BYQ"
"Cuphead skate","Bathyraja scaphiops","BZS"
"Longnose deep-sea skate","Bathyraja shuntovi","BYU"
"African softnose skate","Bathyraja smithii","BYZ"
"Spinetail ray","Bathyraja spinicauda","RJQ"
"Spiny skate","Bathyraja spinosissima","BJS"
NA,"Bathyraja trachouros","BJT"
"Roughtail skate","Bathyraja trachura","BJR"
NA,"Bathyraja tzinovskii","BJZ"
"Okhotsk skate","Bathyraja violacea","BJV"
"Bathyraja rays nei","Bathyraja spp","BHY"
"Smooth deep-sea skate","Brochiraja asperula","PJS"
"Prickly deep-sea skate","Brochiraja spinifera","PJF"
NA,"Insentiraja laxipella","PJX"
NA,"Insentiraja subtilispinosa","RNU"
"Southern round skate","Irolita waitii","RIW"
NA,"Notoraja ochroderma","RNO"
NA,"Notoraja tobitukai","RNT"
"Allens skate","Pavoraja alleni","PJA"
"Peacock skate","Pavoraja nitida","PJN"
"Blotched sand skate","Psammobatis bergi","QMB"
"Psammobatis sand skates nei","Psammobatis spp","XMB"
"Dapple-bellied softnose skate","Rhinoraja kujiensis","RHK"
NA,"Rhinoraja longicauda","RHJ"
NA,"Rhinoraja odai","RHE"
"Rio skate","Rioraja agassizi","RRW"
"Bignose fanskate","Sympterygia acuta","YAW"
"Smallnose fanskate","Sympterygia bonapartii","YBQ"
"Shortfin sand skate","Psammobatis normani","QMT"
"Cuban legskate","Cruriraja atlantis","CJA"
"Smoothnose legskate","Cruriraja durbanensis","CJD"
"Roughnose legskate","Cruriraja parcomaculata","CJP"
NA,"Cruriraja poeyi","CJY"
NA,"Fenestraja atripinna","BVA"
NA,"Fenestraja cubensis","BVU"
NA,"Fenestraja sibogae","RGS"
NA,"Gurgesiella atlantica","RGA"
"Spotted legskate","Anacanthobatis marmoratus","RAU"
"Black legskate","Indobatis ori","RAH"
NA,"Schroederobatis americana","RAM"
NA,"Sinobatis borneensis","RAO"
NA,"Sinobatis melanosoma","RAN"
NA,"Zanobatus schoenleinii","RZS"
"Sixgill stingray","Hexatrygon bickelli","HHB"
NA,"Hexatrygon longirostra","HHL"
"Short-tail stingray","Bathytoshia brevicaudata","RDR"
"Roughtail stingray","Bathytoshia centroura","RDC"
NA,"Bathytoshia lata","RDT"
"Scaly whipray","Brevitrygon imbricata","DHM"
"Dwarf whipray","Brevitrygon walga","DHW"
NA,"Dasyatis chrysonota","RDH"
NA,"Dasyatis marmorata","RDQ"
"Common stingray","Dasyatis pastinaca","JDP"
"Tortonese's stingray","Dasyatis tortonesei","JDO"
"Stingrays nei","Dasyatis spp","STI"
"Marbled whipray","Fluvitrygon oxyrhynchus","DHX"
"White-rimmed stingray","Fluvitrygon signifer","DHS"
NA,"Fontitrygon garouaensis","RDG"
"Sharpsnout stingray","Fontitrygon geijskesi","RDJ"
"Daisy stingray","Fontitrygon margarita","RDS"
NA,"Fontitrygon margaritella","RDE"
NA,"Fontitrygon ukpam","RDW"
"Whip stingray","Hemitrygon akajei","WST"
"Bennett's stingray","Hemitrygon bennettii","RDB"
"Estuary stingray","Hemitrygon fluviorum","RDF"
"Mekong stingray","Hemitrygon laosensis","RDO"
"Mangrove whipray","Himantura granulatus","DHR"
NA,"Himantura leoparda","DKL"
"Blackedge whipray","Himantura marginata","DHN"
"Honeycomb stingray","Himantura uarnak","DHV"
"Leopard whipray","Himantura undulata","DHL"
"Southern stingray","Hypanus americanus","FHJ"
"Diamond stingray","Hypanus dipterurus","KHD"
"Longnose stingray","Hypanus guttatus","RDU"
"Longtail stingray","Hypanus longus","KHL"
NA,"Hypanus rudis","JDR"
"Atlantic stingray","Hypanus sabinus","JDS"
"Bluntnose stingray","Hypanus say","JDY"
NA,"Hypnaus spp","FHP"
"Sharpnose stingray","Maculabatis gerrardi","DHG"
"Black-spotted whipray","Maculabatis toshi","DHT"
"Smalleye stingray","Megatrygon microps","RDP"
"Plain maskray","Neotrygon annotata","RDN"
"Blue-spotted stingray","Neotrygon kuhlii","RDK"
"Painted maskray","Neotrygon leylandi","RDY"
"Cowtail stingray","Pastinachus sephen","DYP"
"Bleeker's whipray","Pateobatis bleekeri","DHB"
"Pink whipray","Pateobatis fai","DHF"
"Jenkins whipray","Pateobatis jenkinsii","DHJ"
"Pelagic stingray","Pteroplatytrygon violacea","PLS"
"Ribbontail stingray","Taeniura lymma","RTY"
"Round stingray","Taeniurops grabatus","RTB"
"Round ribbontail ray","Taeniurops meyeni","RTE"
"Pale-edged stingray","Telatrygon zugei","RDZ"
"Porcupine ray","Urogymnus asperrimus","RUA"
"Freshwater whipray","Urogymnus polylepis","DHC"
"Stingrays, butterfly rays nei","Dasyatidae","STT"
NA,"Potamotrygon constellata","PPT"
NA,"Potamotrygon hystrix","PPY"
NA,"Potamotrygon magdalenae","PPM"
"South Am. freshwater stingray","Potamotrygon motoro","PPR"
NA,"Potamotrygon scobina","PPI"
NA,"Potamotrygon yepezi","PPP"
"S.Am. freshwater stingrays nei","Potamotrygon spp","QEX"
"Pacific chupare","Styracura pacifica","DHP"
"Chupare stingray","Styracura schmardae","DHH"
"Haller's round ray","Urobatis halleri","RUH"
"Spiny-tail round ray","Urotrygon aspidura","JUA"
"Chilean round ray","Urotrygon chilensis","JUC"
NA,"Urotrygon microphthalmum","JUM"
"Munda round ray","Urotrygon munda","JUU"
"Dwarf round ray","Urotrygon nana","JUN"
