"StockDatabaseID","StockKey","StockKeyLabel","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","ActiveYear","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate"
3169,199795,"sal.wgc.all","Salmon (Salmo salar) in Subarea 14 and NAFO division 1 (east and west of Greenland)",NA,NA,2022,"Salmo salar","Salmon","Greenland Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGNAS","Working Group on North Atlantic Salmon","RG/ADGSalmon","Salmon Review and Advice Drafting Group","1",2021,3,2024,"Analytical model, run reconstruction models and Bayesian forecasts, taking into account uncertainties in the data",NA,"MSY","Catches","Not used","NA","pelagic piscivore","Pelagic","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","10.3.2",NA,"2021-10-29T11:47:18.467+01:00"
3170,228587,"bwp.27.2729-32","Baltic flounder (Platichthys solemdali) in subdivisions 27 and 29–32 (northern central and northern Baltic Sea)",NA,NA,2022,"Platichthys solemdali","Flounder","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3",2022,3,2025,"Survey trends-based assessment",NA,"PA/Stock status only",NA,"","No","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","",17292,"2022-08-12T12:28:37.687+01:00"
3173,228791,"seh.27.125a14","Harp seals (Pagophilus groenlandicus) in subareas 1, 2 and 14 and Division 5.a (Greenland Sea stock)",NA,NA,2022,"Pagophilus groenlandicus","Harp seal","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGHARP","ICES/NAFO Working Group on Harp and Hooded Seals",NA,NA,"3",2019,3,2022,NA,NA,"",NA,NA,"No","carnivore",NA,NA,TRUE,"2022-11-01T12:32:17.67+01:00",NA,NA,"2020-08-25T12:09:26.647+01:00"
3174,228792,"seh.27.1","Harp seals (Pagophilus groenlandicus) in Subarea 1 (Barents and White sea stock)",NA,NA,2022,"Pagophilus groenlandicus",NA,"Arctic Ocean Ecoregion, Barents Sea Ecoregion","WGHARP","ICES/NAFO Working Group on Harp and Hooded Seals",NA,NA,"3",2019,3,2022,"Age-based analytical assessment (stochastic state–space model SAM) considered indicative of trends only",NA,"","Catches",NA,"No","carnivore",NA,NA,TRUE,"2022-11-01T12:32:17.67+01:00",NA,NA,"2020-08-25T12:09:03.307+01:00"
3175,228793,"sez.27.2514","Hooded seals (Cystophora cristata) in subareas 2, 5 and 14 (Greenland Sea stock)",NA,NA,2022,"Cystophora cristata","Hooded seal","Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion","WGHARP","ICES/NAFO Working Group on Harp and Hooded Seals",NA,NA,"3",2019,3,2022,NA,NA,NA,"Catches",NA,"No","carnivore",NA,NA,TRUE,"2022-11-01T12:32:17.67+01:00",NA,NA,"2020-08-25T12:08:51.577+01:00"
3180,232325,"cod.27.1-2.coastN","Cod (Gadus morhua) in subareas 1 and 2, north of 67°N (Norwegian Sea and Barents Sea), northern Norwegian coastal cod ",NA,NA,2022,"Gadus morhua","Cod","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2022,1,2023,"Age based analytical assessment (SAM)",NA,"MSY","Catches","","NA","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","3.3.4",17384,"2022-09-30T13:29:27.12+01:00"
3181,232326,"cod.27.2.coastS","Cod (Gadus morhua) in Subarea 2 between 62°N and 67°N (Norwegian Sea), southern Norwegian coastal cod ",NA,NA,2022,"Gadus morhua","Cod","Norwegian Sea Ecoregion","AFWG","Arctic Fisheries Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","3",2022,1,2023,"CPUE based trend assessment",NA,"PA","Catches","not used","No","demersal piscivore","Demersal","large benthopelagic",TRUE,"2022-11-01T12:32:17.67+01:00","3.3.4",17129,"2022-09-30T13:29:53.767+01:00"
3171,233878,"bzq.27.2425","Flounder (Platichthys spp) in subdivisions 24 and 25 (west of Bornholm and southwestern central Baltic)",NA,NA,2022,"Platichthys","Flounder","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3",2022,3,2025,"Survey trends-based assessment",NA,"PA/Stock status only",NA,"Advice","No","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","",17166,"2022-08-12T12:29:18.003+01:00"
3172,233880,"bzq.27.2628","Flounder (Platichthys spp) in subdivisions 26 and 28 (east of Gotland and Gulf of Gdansk)",NA,NA,2022,"Platichthys","Flounder","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","3",2022,3,2025,"Survey trends-based assessment",NA,"PA/Stock status only",NA,"","No","demersal benthivore","Benthic","medium demersal",TRUE,"2022-11-01T12:32:17.67+01:00","",16981,"2022-08-12T12:30:07.903+01:00"
3208,233882,"caa.27.5a","Atlantic wolffish (Anarhichas lupus)  in Division 5.a (Iceland grounds)",NA,NA,2022,"Anarhichas lupus","Wolffish","Greenland Sea Ecoregion, Iceland Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources",NA,NA,"1",2022,1,2023,NA,NA,NA,NA,NA,"NA",NA,NA,NA,TRUE,"2022-11-01T12:32:17.67+01:00",NA,17096,"2022-09-30T12:55:10.563+01:00"
3207,233883,"ple.27.5a","Plaice (Pleuronectes platessa) in Division 5.a (Iceland grounds)",NA,NA,2022,"Pleuronectes platessa","Plaice","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group",NA,NA,"1",2022,1,2023,"SAM",NA,"MSY","Catches","Not used","NA","demersal benthivore","Benthic","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00",NA,17137,"2022-06-15T20:32:11.26+01:00"
3067,233927,"lin.27.346-91214","Ling (Molva molva) in subareas 3,4, 6–9, 12, and 14 (Northeast Atlantic and Arctic Ocean)",NA,NA,2022,"Molva molva","Ling","Arctic Ocean Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2021,2,2023,"Cpue trends-based assessment",NA,"PA","Catches","Used","Yes in year(s) 2021","demersal piscivore","Demersal","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00","9.3.26",NA,"2022-09-30T12:35:02.577+01:00"
3211,249959,"raj.27.67a-ce-k","Other rays and skates (Rajiformes) in Subarea 6 and divisions 7.a-c and 7.e-k (Rockall, West of Scotland, Celtic Sea and western English Channel)",NA,NA,2022,"Rajidae","Rays and skates","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.9",2022,2,2024,"no assessment",NA,"No advice","No advice","Not used","No","demersal benthivore","Elasmobranch","demersal",TRUE,"2022-11-01T12:32:17.67+01:00",NA,17522,"2022-09-13T13:52:54.953+01:00"
3209,251072,"her.27.6aS7bc","Herring (Clupea harengus) in Division 6.a South (South of 56°00’N and West of 07°00’W) and 7.b-c (northwest and west of Ireland)",NA,NA,2022,"Clupea harengus","Herring","Celtic Seas Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGCS","Celtic Sea Advice Drafting Group","3",2022,1,2023,"Method 2.2 Constant Harvest Rate",NA,"MSY","Catches","Negligible","No","pelagic planktivore","Pelagic","small pelagic",TRUE,"2022-11-01T12:32:17.67+01:00",NA,17295,"2022-10-05T08:56:12.147+01:00"
3210,251073,"her.27.6aN","Herring (Clupea harengus) in Division 6.a North (North of 56°00’N and East of 07°00’W), autumn spawners (West of Scotland)",NA,NA,2022,"Clupea harengus","Herring","Celtic Seas Ecoregion","HAWG","Herring Assessment Working Group for the Area South of 62° N","ADGCS","Celtic Sea Advice Drafting Group","3",2022,1,2023,"Method 2.2 Constant Harvest Rate",NA,"MSY","Catches","Negligible","No","pelagic planktivore","Pelagic","small pelagic",TRUE,"2022-11-01T12:32:17.67+01:00",NA,17371,"2022-10-05T08:55:55.17+01:00"
3213,252349,"rjc.27.8abd","Thornback ray (Raja clavata) in divisions 8.a-b and 8.d (Bay of Biscay)",NA,NA,2022,"Raja clavata","Thornback ray","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","2",2022,2,2024,"Bayesian Surplus Production Model",NA,"MSY","Landings","Dead catch resulting from discarding is assumed to be negligible.","NA","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00",NA,17430,"2022-10-13T09:50:30.673+01:00"
3212,252350,"rjc.27.8c","Thornback ray (Raja clavata) in Division 8.c (Cantabrian Sea)",NA,NA,2022,"Raja clavata","Thornback ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends from biomass index and length-based indicator",NA,"MSY","Catches","Discard information is available for the main fleet","No","demersal benthivore","Elasmobranch","large demersal",TRUE,"2022-11-01T12:32:17.67+01:00",NA,17481,"2022-10-13T10:09:09.48+01:00"
